,open,high,low,close,volume,sma_7,sma_21,ema_7,ema_21,rsi_14,daily_return,high_low_spread,close_open_diff,dayofweek,month,is_weekend
2014-09-28,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,23613300.0,407.69256591796875,387.3521423339844,402.954260679202,423.6542461818691,31.997433088432956,-0.055914572166871124,26.68499755859375,-22.290008544921875,6,9,1
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700.0,403.8804234095982,387.3521423339844,396.0824481339132,419.2735883924307,31.997433088432956,-0.00454420890480145,12.97100830078125,-1.46099853515625,0,9,0
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300.0,396.90228271484375,387.3521423339844,393.79783616147006,416.33453492440435,31.997433088432956,0.030567238732558177,17.53399658203125,10.855987548828125,1,9,0
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400.0,391.24656895228793,387.3521423339844,391.2521246796963,413.3600308616744,31.461697343776365,-0.008603337970520819,10.5989990234375,-3.81201171875,2,10,0
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700.0,386.03199550083707,387.3521423339844,387.2070912514714,409.87929996214,35.852649147070125,-0.0222697222086099,12.550994873046875,-8.916015625,3,10,0
2014-10-03,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,30901200.0,379.6158534458705,387.3521423339844,380.28331679065434,405.3004539117821,39.00083108374995,-0.04148536263261304,19.83599853515625,-15.66900634765625,4,10,0
2014-10-04,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,47236500.0,369.52242606026783,387.3521423339844,367.42898692160406,398.35186694838853,27.38169672309992,-0.08524332054467354,38.60101318359375,-31.0260009765625,5,10,1
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096.0,361.4265703473772,387.3521423339844,355.6992426326093,391.27533447722817,27.65159729425382,-0.025408487399317115,52.5050048828125,-8.405975341796875,6,10,1
2014-10-06,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800.0,354.9425702776228,387.3521423339844,349.2941844768984,385.7120322529134,30.13893481514323,0.02985554258083245,42.574005126953125,9.69000244140625,0,10,0
2014-10-07,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900.0,347.6915719168527,387.3521423339844,346.0173912873613,381.2097576588985,17.642548549219,0.018504665621736027,18.7650146484375,5.602996826171875,1,10,0
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300.0,343.30943080357144,382.38099888392856,347.74804407587254,378.63977991185374,27.775350675520585,0.04983235561959076,27.176025390625,16.824005126953125,2,10,0
2014-10-09,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104.0,341.8742893763951,379.551760718936,352.06753330104505,377.40216364500907,35.319233062186115,0.03424377642532228,35.03900146484375,12.27801513671875,3,10,0
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700.0,342.16714913504467,377.9691903250558,354.4411529054713,375.96214983353093,36.159744900070756,-0.009489705523839986,22.103973388671875,-3.125,4,10,0
2014-10-11,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200.0,346.9432939801897,375.7499055408296,356.40561748672064,374.7200463241616,37.64907555686436,0.002038376510340001,11.240020751953125,0.93701171875,5,10,1
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800.0,355.23457990373885,374.7845720563616,361.9414659226577,375.06813404291677,50.47305935070765,0.04485245473017008,23.28900146484375,15.943023681640625,6,10,1
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400.0,363.85386439732144,374.22561936151413,369.0595998082042,376.4632128994556,54.8296193540155,0.03134333965318792,28.329010009765625,12.493011474609375,0,10,0
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500.0,373.0942905970982,372.5627150762649,377.01219863545003,378.68201128288575,54.529605069204656,0.026781810112118443,20.373992919921875,9.178009033203125,1,10,0
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100.0,379.0704345703125,371.2088114420573,381.4524015400641,380.1448293711603,53.56509204030842,-0.015209381938149025,13.46099853515625,-6.181976318359375,2,10,0
2014-10-16,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000.0,381.57472011021207,369.8270016624814,381.7283010940129,380.3640266788602,52.33635884862235,-0.030946924386216934,25.73699951171875,-11.962005615234375,3,10,0
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700.0,384.7455749511719,368.84285917736236,382.23572472187686,380.6725693085519,58.314476903341294,0.0031420128043384565,10.0889892578125,1.001983642578125,4,10,0
2014-10-18,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800.0,388.9088570731027,368.4581923711868,384.5372900624037,381.6516071972276,75.4697107083856,0.02002301076852442,16.186981201171875,7.465972900390625,5,10,1
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570.0,390.47985403878346,369.04700142996654,385.78946504436135,382.36927836022824,79.65872234847859,-0.004843619645193642,7.48199462890625,-1.7080078125,6,10,1
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000.0,389.3985682896205,369.3983343215216,385.0533490884468,382.4125258929987,73.2416679884614,-0.01720204787552615,11.832000732421875,-6.385986328125,0,10,0
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900.0,387.3421412876674,369.3760012672061,385.408763342214,382.781842275773,72.64451114486748,0.009481656731152865,11.811981201171875,4.05401611328125,1,10,0
2014-10-22,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,11641300.0,385.682852608817,369.354239327567,384.84606988214875,382.816037478153,65.48021540725297,-0.00858274545359361,6.326995849609375,-2.96002197265625,2,10,0
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900.0,382.2344229561942,368.56114414760043,378.2388004584866,380.59794245173003,47.00290625259487,-0.06457126822962156,28.60101318359375,-24.545013427734375,3,10,0
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700.0,378.603995186942,368.50557309105284,373.2653506490407,378.57494779436394,48.49482444639839,-0.0002008581299606238,11.040008544921875,-0.246002197265625,4,10,0
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500.0,372.2938537597656,369.3820016043527,366.76676201021803,375.729134003399,43.588838252778174,-0.03090319409850706,16.983978271484375,-11.339996337890625,5,10,1
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500.0,367.3164280482701,371.01028733026413,363.75107401010496,373.81775909488687,38.99985893518875,0.02140407347467921,15.290008544921875,7.217010498046875,6,10,1
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000.0,363.05128696986606,372.1012398856027,361.06055892554747,371.924236783704,30.95129364603021,-0.004835006905739236,8.822998046875,-1.787994384765625,0,10,0
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880.0,358.9288591657366,373.1217636835007,360.19992206281296,370.6236708465135,26.597270498096947,0.013113716357861849,7.305023193359375,4.40301513671875,1,10,0
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700.0,352.1335754394531,372.29562087286087,354.0476924016019,367.438882898464,22.686407400521688,-0.061593676352636795,22.490020751953125,-21.49798583984375,2,10,0
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900.0,350.2604326520647,371.35652523949034,351.8620174701467,365.42671106003826,32.401374740088016,0.02894591678226255,15.84100341796875,9.595977783203125,3,10,0
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400.0,347.39986310686385,370.24981108165923,348.47676670368423,362.9625568186072,29.646025320816477,-0.020225535163465924,10.90301513671875,-6.68798828125,4,10,0
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200.0,344.3252912248884,368.5093340192522,342.79482325774364,359.57950555509035,21.80679352353131,-0.037160037210550945,19.4739990234375,-12.9010009765625,5,11,1
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620.0,340.20928955078125,366.0018572126116,338.5691170160616,356.51700489471995,22.264542733699386,0.00043900479879277476,8.423980712890625,-0.183013916015625,6,11,1
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500.0,336.5757141113281,363.0085231236049,335.815334160972,353.88400314026387,24.801979151483863,0.005099810100901436,8.521026611328125,1.9849853515625,0,11,0
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500.0,332.7005702427455,359.65719023204986,334.4845017193618,351.7574577997427,24.324676876979936,0.008969571209719529,6.69000244140625,3.33099365234375,1,11,0
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200.0,333.25699724469865,357.02447509765625,335.7348743974315,350.6418700390061,30.962179892422995,0.02721393533736638,12.68597412109375,8.802978515625,2,11,0
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000.0,333.8262852260045,355.4403802780878,339.1236579343041,350.5189735395439,45.42557607612675,0.02887900040604885,14.5419921875,9.832000732421875,3,11,0
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200.0,334.411141531808,353.47166660853793,339.9464955869586,349.7822494491237,42.525623659393624,-0.019682784596788183,10.95599365234375,-7.402984619140625,4,11,0
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470.0,337.2310006277902,351.2833818708147,341.3318733381682,349.39186373482124,49.09550786710769,0.008974484091493373,4.878021240234375,3.334014892578125,5,11,1
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600.0,342.56985909598217,350.03185889834447,346.814906895716,350.6529677196884,53.92999334198651,0.0514518612438124,19.371002197265625,17.88800048828125,6,11,1
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,30450100.0,348.1941484723772,349.27371651785717,351.8421829794042,352.1321534933957,56.28546242311486,0.010075326995947043,17.2550048828125,4.65899658203125,0,11,0
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,15838900.0,353.5088631766183,348.37943086170014,355.8053890656078,353.5469583871069,54.70918413769518,0.0021012418652148757,7.57501220703125,1.8380126953125,1,11,0
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,45783200.0,365.5195792061942,350.30338396344865,372.7442929588738,359.9118716827037,81.23224862360809,0.1519356972535466,61.733001708984375,55.576019287109375,2,11,0
2014-11-13,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,58945000.0,375.7260044642857,353.27090744745163,384.741966057046,365.44124565259995,78.15728041287943,-0.00667204784236497,55.970001220703125,-6.53802490234375,3,11,0
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200.0,383.6407165527344,355.15057373046875,388.0109728338001,368.3845863354602,69.84859619019578,-0.05446894835320326,34.4630126953125,-20.5989990234375,4,11,0
2014-11-15,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,15727500.0,388.01857212611606,356.5249546595982,385.04147852671724,369.08898717818823,65.84502047589297,-0.054509846038187426,34.52001953125,-23.516998291015625,5,11,1
2014-11-16,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,11905600.0,391.5354265485491,358.1048583984375,385.7516060263856,370.7974418461157,68.16865202528045,0.03123627295980591,16.197021484375,13.1519775390625,6,11,1
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800.0,394.46170915876115,359.74385724748885,386.1657018952775,372.30749163301,67.66563469053867,-0.0012220186486088247,32.696990966796875,-0.941009521484375,0,11,0
2014-11-18,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,32222500.0,395.53356497628346,360.58099946521577,383.4237759331769,372.57026494336134,62.510072611616835,-0.031517139000605376,21.285003662109375,-12.587005615234375,1,11,0
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,18931800.0,389.3898489815848,362.7221418108259,382.706580118828,373.2961492826722,61.731117615666776,0.01427778041672001,12.584991455078125,6.65899658203125,2,11,0
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200.0,380.4048505510603,363.31904674711683,376.48993417359367,371.89104446951023,52.2744896958471,-0.059689129758029424,25.243988037109375,-22.467010498046875,3,11,0
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100.0,373.6948503766741,363.91556948707216,370.0794486160351,369.9780396944056,52.24196822501789,-0.019539471456759827,13.766998291015625,-7.031005859375,4,11,0
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,15273000.0,370.3787100655692,365.20942760649183,365.78958981895994,368.42731003379913,51.98642394423409,0.005905752724699953,13.9630126953125,1.316009521484375,5,11,1
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,15151600.0,367.4774257114955,367.1942371186756,366.2354418759387,368.3496453077151,51.17125875663098,0.04151927933138033,17.670013427734375,14.39801025390625,6,11,1
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,30930100.0,365.97642735072543,369.5440949939546,368.90183165109465,369.1270412776103,52.630854695022165,0.02537728010287066,20.540008544921875,9.9530029296875,0,11,0
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,25442200.0,365.9978550502232,371.6800944010417,370.51337172416083,369.69258224722387,52.00974398009657,-0.004120469378375846,19.9169921875,-1.537994384765625,1,11,0
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,18601700.0,364.25714111328125,373.0555231003534,369.9775275724175,369.57234705358417,30.499117203120065,-0.01859073972939984,11.881988525390625,-7.649017333984375,2,11,0
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,8748030.0,365.9471435546875,374.02599952334447,369.9006490362467,369.58122581487055,31.760295428587497,0.0035291102092429583,5.709991455078125,-0.832000732421875,3,11,0
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,22946500.0,369.60414341517856,375.64657011486236,371.53723451888425,370.2053862832275,41.37173500715978,0.018332505458648285,24.383026123046875,7.072998046875,4,11,0
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,15375600.0,372.8285696847098,377.07528395879837,372.52567521777644,370.6858963769752,49.68869484459011,-0.0025395173166042895,15.456024169921875,-0.6610107421875,5,11,1
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,9194440.0,374.3248552594866,377.77923583984375,373.9060056809104,371.3550873490968,44.76422072632499,0.0068070866522502715,9.218017578125,2.5369873046875,6,11,1
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,11763000.0,374.6597115652902,378.36594935825894,375.2407530399797,372.07235169165045,45.6875718039407,0.0031689130085912343,6.99298095703125,0.996002197265625,0,12,0
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.31500244140625,12364100.0,375.5121416364397,379.0145205543155,376.7593153903364,372.91259266890097,53.61931485774956,0.005458232411423403,6.17498779296875,2.06500244140625,1,12,0
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,13340100.0,376.4607151576451,376.7025684175037,376.32198898415857,373.1032669504213,46.75553654052464,-0.01653486654186942,8.67999267578125,-6.71197509765625,2,12,0
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,14529600.0,376.4512852260045,374.2677597772507,374.64249271468145,372.7851521282239,58.63172503731622,-0.014415630832770754,10.89599609375,-6.113983154296875,3,12,0
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,15181800.0,376.5094299316406,373.2694745744978,375.1953705125736,373.1550477444081,69.00968458510474,0.019615588368569137,13.43597412109375,7.412017822265625,4,12,0
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,7009320.0,376.40857369559154,373.2052844819568,375.09277879995756,373.3032255551082,65.98341675225694,-0.005490190425720742,7.50299072265625,-1.97198486328125,5,12,1
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,6491650.0,375.9868600027902,372.59638032459077,375.09333440514393,373.46611425198046,56.957602493525975,0.0008271343718790902,3.016998291015625,0.259002685546875,6,12,1
2014-12-08,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,18898700.0,373.51028878348217,371.3821425664993,371.7972499493658,372.41546719107595,37.05666676854298,-0.03515377329945624,14.14300537109375,-13.055999755859375,0,12,0
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,32915500.0,369.3537161690848,370.2879042852493,366.9026859971806,370.57942418648946,32.49155985675205,-0.026774693453109233,18.115997314453125,-9.675994873046875,1,12,0
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,16427700.0,365.2615705217634,368.6598089308966,361.7682620564792,368.3781120090245,33.05404206196111,-0.016620352688625162,6.019012451171875,-5.839996337890625,2,12,0
2014-12-11,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,32431300.0,362.53328595842635,368.3105715797061,358.95269953308207,366.7533756411941,35.86058320596662,0.011955659045429279,22.593994140625,6.166015625,3,12,0
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,16989800.0,359.06014142717635,368.3912382579985,357.35002269668655,365.46143169085826,31.035908639504115,0.0058086884536090455,3.6920166015625,1.708984375,4,12,0
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,11675900.0,355.14457048688615,368.1272379557292,354.8565187925344,363.8173021807873,29.092619808625727,-0.014653531272593279,5.792999267578125,-5.0050048828125,5,12,1
2014-12-14,346.72698974609375,353.3160095214844,345.4179992675781,351.6319885253906,12415200.0,351.79271153041293,367.3681422642299,354.05038622574847,362.709546393933,30.84119141521616,0.012251800235389965,7.89801025390625,4.904998779296875,6,12,1
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,17264200.0,349.42642647879467,365.865475609189,351.8740399744871,361.1309513781848,27.10263459817297,-0.017879452125651896,6.881011962890625,-6.0159912109375,0,12,0
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,30864900.0,345.8325718470982,363.5661432175409,345.67103291055287,358.0337750455089,19.939261739292178,-0.05294123105105797,18.7969970703125,-18.610992431640625,1,12,0
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,37567900.0,342.03414481026783,361.2521434965588,339.1972749270553,354.5557955846956,19.724826502728575,-0.02227715381526163,18.802001953125,-7.079010009765625,2,12,0
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,39173000.0,336.4469996861049,358.47719029017856,332.24695521872894,350.63217744915505,19.102051871540638,-0.026205859280311383,19.477020263671875,-8.389007568359375,3,12,0
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,23823100.0,331.489998953683,355.6865234375,328.6459631791834,347.6513419592816,18.406462248814222,0.020703512722289208,11.76397705078125,6.66400146484375,4,12,0
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.95599365234375,20856700.0,329.00142560686385,353.51818992978053,328.9734707974735,346.0426739313781,28.329857256110827,0.03811003257872558,14.281005859375,12.337005615234375,5,12,1
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,15207600.0,324.6029968261719,350.794189453125,326.94084986324185,343.75179330675707,25.83170328896459,-0.02761885453548918,10.725982666015625,-8.70001220703125,6,12,1
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,22315100.0,322.68028041294644,348.53899855840774,328.1771339794626,342.67308358142685,36.364949251467465,0.034418702333968154,13.6920166015625,10.8179931640625,0,12,0
2014-12-23,332.0169982910156,336.2869873046875,329.60198974609375,334.5719909667969,16574200.0,323.75313459123885,346.3131408691406,329.77584822629615,341.93662061646046,41.441053141054766,0.00809315472578076,6.68499755859375,2.55499267578125,1,12,0
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,15092300.0,324.14713396344865,343.8142830984933,327.9653853152299,340.1727457042396,39.095858321310615,-0.0359802814036525,13.384002685546875,-11.85101318359375,2,12,0
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,9883640.0,325.2345624651228,341.40494936988466,325.72603788778963,338.24867751344226,35.50615084274452,-0.01093218393697526,5.712005615234375,-3.27801513671875,3,12,0
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,16410500.0,326.6747087751116,339.07494971865697,326.27553122345944,337.3100714877174,39.34655286536183,0.027949191706237997,14.7969970703125,8.772003173828125,4,12,0
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,15185200.0,324.6614249093192,336.2691403343564,323.6724000655438,335.36033831536093,37.130721968120234,-0.036779876512901266,16.281005859375,-11.720001220703125,5,12,1
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,11676600.0,324.14657156808033,333.51409330822173,322.0640534671266,333.7129451659531,35.616256877015104,0.004356341361166027,8.95001220703125,1.079010009765625,6,12,1
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,12302500.0,321.4014325823103,331.1693798246838,319.71554345727856,331.79995137156953,36.13551865130873,-0.014402390775512863,7.959991455078125,-5.030975341796875,0,12,0
2014-12-30,312.718994140625,314.8089904785156,309.37298583984375,310.73699951171875,12528300.0,317.9964338030134,329.19404674711683,317.4709074708886,329.88513756612855,41.95709673772105,-0.006182281104684106,5.436004638671875,-1.98199462890625,1,12,0
2014-12-31,310.91400146484375,320.1929931640625,310.21099853515625,320.1929931640625,13942900.0,317.66200474330356,327.94776117234005,318.1514288941821,329.0040335295771,50.20114030537291,0.030430858466170996,9.98199462890625,9.27899169921875,2,12,0
2015-01-01,320.43499755859375,320.43499755859375,314.00299072265625,314.2489929199219,8036550.0,316.9821472167969,326.22123645600817,317.17581990061706,327.6626662014266,51.40929042987376,-0.01856380486469611,6.4320068359375,-6.186004638671875,3,1,0
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,7860650.0,315.1404331752232,324.43504696800596,316.63986816032605,326.5144249957926,48.52916472652459,0.0024917184690256278,2.27398681640625,0.9530029296875,4,1,0
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,33054400.0,310.17171805245533,321.2781895228795,307.75040130335003,322.3842046082134,29.183790344572287,-0.10776686435849991,34.0679931640625,-33.764007568359375,5,1,1
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,55629100.0,302.594002859933,317.1145237513951,296.86155280856724,317.09427758239565,27.371232086157605,-0.0600785299812876,29.618011474609375,-16.95098876953125,6,1,1
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,43962800.0,297.1374293736049,313.73971412295384,291.2646643622848,313.21970680430854,26.92519413846091,0.03890683553533014,13.256988525390625,9.389984130859375,0,1,0
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,23245700.0,293.6305716378348,311.79338001069567,289.99574711204565,310.7623694004012,31.86993491348099,0.04268162514326268,14.85699462890625,11.5780029296875,1,1,0
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,24866800.0,289.9368591308594,310.58199927920384,291.08106173784284,309.26915451084056,39.11674971206401,0.028470732229305185,15.67498779296875,8.260009765625,2,1,0
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,19982500.0,285.5225742885045,309.24642799014134,289.1480460592415,306.91277673925845,36.986248886817826,-0.03733137995621494,11.96002197265625,-10.7860107421875,3,1,0
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,18718600.0,282.0048566545759,307.93999953497024,289.4630319199194,305.41234153586703,36.120397486209306,0.024912706601556422,10.581024169921875,8.024993896484375,4,1,0
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,15264300.0,281.1068551199777,305.3133326939174,285.79627143749815,302.62903684990044,35.195637298152434,-0.05375884988044988,14.1610107421875,-12.50701904296875,5,1,1
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,18200800.0,281.3161403111049,302.6855715797061,280.762204493651,299.26821565101034,32.39131607992968,-0.03324643248414827,14.5989990234375,-8.947998046875,6,1,1
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,18880300.0,280.3621390206473,299.6336669921875,277.5206508677968,296.4071042273034,34.42155474246542,0.00804030075540374,7.00299072265625,1.649993896484375,0,1,0
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164062,72843904.0,271.7438528878348,294.4569527762277,264.60573625875776,289.9938213367886,26.939374939160686,-0.1565930750498653,48.371002197265625,-41.53302001953125,1,1,0
