date,open,high,low,close,volume,sma_7,sma_21,ema_7,ema_21,rsi_14,daily_return,high_low_spread,close_open_diff,dayofweek,month,is_weekend,news_sentiment,fear_greed_index
2021-11-05,0.7954776023907155,0.3800763005453746,0.8097643721396273,0.7895698167873078,2.0237652450573337e-09,0.8365115362600577,0.8640977062949595,0.8388368194881074,0.8417465829468352,0.4803286263127017,0.49103368162548705,0.01625201675093622,0.4182777506309603,0.6666666666666666,0.9090909090909091,0.0,0.6996555392891316,0.7976190476190476
2021-11-06,0.7874649999197605,0.3715866453185886,0.7979746560840593,0.7981431875559815,1.4165630077992553e-09,0.8354459507738374,0.864634701675669,0.8380708411872019,0.8435405487982445,0.477344790594073,0.5422411411459788,0.012834122263973513,0.4962463961510112,0.8333333333333333,0.9090909090909091,1.0,0.49965874318631154,0.7738095238095238
2021-11-08,0.8283209869307449,0.42269005822979583,0.8552074378237817,0.9040947392934631,3.691717601411238e-09,0.8579883211367858,0.8711909267655895,0.871454403869104,0.8601491076288476,0.5859735378823387,0.7400544170424221,0.04040099455836054,0.8017281549344633,0.0,0.9090909090909091,0.0,0.3945857269960406,0.8214285714285714
2021-11-09,0.9030203856933836,0.4289438647160813,0.9082538214821341,0.8931291615325849,2.8584692442261066e-09,0.8677773276365708,0.8735708042396755,0.8877490374860156,0.8697970692220222,0.6600119870511266,0.4844378434590649,0.02033349690601581,0.39878579441215756,0.16666666666666666,0.9090909090909091,0.0,0.6247349960883518,0.9285714285714286
2021-11-10,0.8926846779713524,0.4328611374093096,0.8482221724629906,0.8585254060838194,5.133950543456383e-09,0.8731040190421564,0.8725804186938639,0.8907840883522505,0.8750972379686709,0.6570630508473009,0.4167406338472508,0.05524327905362953,0.28486469849021273,0.3333333333333333,0.9090909090909091,0.0,0.374946709852655,0.8214285714285714
2021-11-11,0.8557635616807293,0.40480737454773846,0.8703480264468524,0.8560652396583301,2.297143061636142e-09,0.881931976256213,0.8749270069681354,0.8924072999103506,0.8796688221435277,0.6054020730733582,0.5081871823928653,0.012849796080907833,0.4470085264485879,0.5,0.9090909090909091,0.0,0.49965874318631154,0.8452380952380952
2021-11-12,0.8547450445189158,0.4036513031897944,0.8370914977403403,0.8452661537738537,2.8196579324767813e-09,0.890316068818219,0.8780772682369369,0.8907579796745305,0.8827416754345146,0.5369313892231914,0.4836134700712309,0.02849846200671325,0.40107293157878754,0.6666666666666666,0.9090909090909091,0.0,0.6247357866216411,0.8095238095238095
2021-11-14,0.8483122861881467,0.4041217142673183,0.8609793296930337,0.8688391672750695,1.475647179373958e-09,0.90387358562192,0.8851091339275925,0.8955880231889505,0.8907766268563383,0.6111530225550643,0.5743053672854416,0.016858739269244694,0.5420679213881737,1.0,0.9090909090909091,1.0,0.9999563565961427,0.8095238095238095
2021-11-15,0.8673639122222756,0.41078581644901396,0.8578595332691474,0.8354497717768492,1.7708431564705569e-09,0.8935403071207824,0.8855837916869989,0.8905376621275097,0.8918551111410574,0.5533878429207795,0.41818280517805206,0.02584165890949416,0.29559462976172035,0.0,0.9090909090909091,0.0,0.6247191854225661,0.7857142857142857
2021-11-16,0.8343457453229146,0.3885127388765191,0.7710132071381943,0.7739809011281091,5.967034896402945e-09,0.8756046564499953,0.8853742280748278,0.8704323446340202,0.8866703146992471,0.38437919342939875,0.33103302494848175,0.045342074220079485,0.16219060471420438,0.16666666666666666,0.9090909090909091,0.0,0.6247353988128577,0.7738095238095238
