,open,high,low,close,volume,sma_7,sma_21,ema_7,ema_21,rsi_14,daily_return,high_low_spread,close_open_diff,dayofweek,month,is_weekend
2014-09-17,0.0027268653402040535,0.0018601931555376943,0.0026722926460534127,0.0026351871826931625,0.00014111344854471624,0.002072659114960399,0.0016132965249686377,0.0023418290694076616,0.002299776598507144,0.2878902937564623,0.49612058410481197,0.00014344701408056348,0.45707493298841984,0.3333333333333333,0.7272727272727273,0.0
2014-09-18,0.0026418979499592014,0.0017781231719146105,0.0022982638290890665,0.002324756484130645,0.00023109129919774782,0.002072659114960399,0.0016132965249686377,0.002262075379359118,0.002269614623287026,0.2878902937564623,0.49612058410481197,0.00039846744820551606,0.4555005792456615,0.5,0.7272727272727273,0.0
2014-09-19,0.0023327834371800575,0.0015675808946350699,0.0020264608422215944,0.002044997014012082,0.000254121216656571,0.002072659114960399,0.0016132965249686377,0.002130386259876695,0.00221501273937136,0.2878902937564623,0.49935595663782945,0.0003943421397228849,0.45570572486261623,0.6666666666666666,0.7272727272727273,0.0
2014-09-20,0.0020550644447880533,0.0015346557643700423,0.0020773642977416976,0.002178138473490224,0.0002470436971372161,0.002072659114960399,0.0016132965249686377,0.0020658251954701026,0.002178310913977571,0.2878902937564623,0.663347348985658,0.0003042781848246967,0.4585748855969386,0.8333333333333333,0.7272727272727273,1.0
2014-09-21,0.0021816279693280156,0.0014558067029661966,0.0021087379384452515,0.0020829823811801453,0.000178128185370067,0.002072659114960399,0.0016132965249686377,0.0019929575575727133,0.0021357000902208273,0.2878902937564623,0.5695394639383323,0.00017525613280226933,0.45702656370393285,1.0,0.7272727272727273,1.0
2014-09-22,0.002096840279912575,0.0014158380467099861,0.00214630449759432,0.0021144179711051906,0.00016169260481782962,0.002072659114960399,0.0016132965249686377,0.0019463830416730607,0.0021000173131549083,0.2878902937564623,0.6208142021915786,8.911683476151296e-05,0.4578381886733897,0.0,0.7272727272727273,0.0
2014-09-23,0.002125074620805411,0.0016671180169323101,0.0021374288133811804,0.0024318791248730248,0.0003022370907641975,0.002072659114960399,0.0016132965249686377,0.001993012060315953,0.002098423491131274,0.2878902937564623,0.7377688236189893,0.00041307471977352863,0.45985782903151173,0.16666666666666666,0.7272727272727273,0.0
2014-09-24,0.002442701020467417,0.001627620877124689,0.002374633382773451,0.002313101267560084,0.0002052534273041082,0.002025197400766365,0.0016132965249686377,0.001997468245585604,0.0020854339031679313,0.2878902937564623,0.5629811015985857,0.00013641670360595276,0.4568102765196397,0.3333333333333333,0.7272727272727273,0.0
2014-09-25,0.002323847064684131,0.0015362806144792662,0.0022636747015721556,0.0022033361940411375,0.00017969836132251927,0.0020073052333823803,0.0016132965249686377,0.0019726103073801292,0.0020629602254055076,0.2878902937564623,0.5651521546432275,0.0001279657129263292,0.4568738055757146,0.5,0.7272727272727273,0.0
2014-09-26,0.0022131838957439743,0.0014740282679580963,0.0021736921655687866,0.0021358687651794675,0.0001438208795510787,0.002020695850232036,0.0016132965249686377,0.0019366335924386516,0.002035974358997764,0.2878902937564623,0.5808606932744109,0.0001359520366844384,0.4571754966947724,0.6666666666666666,0.7272727272727273,0.0
